text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,985,187,EN,"[15,31)",food#quality,NEGATIVE,15,31
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,,986,187,EN,"[0,0)",food#quality,NEGATIVE,0,0
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,,986,187,EN,"[0,0)",food#style_options,NEGATIVE,0,0
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,,986,187,EN,"[0,0)",food#prices,NEGATIVE,0,0
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,987,187,EN,"[16,23)",food#prices,NEGATIVE,16,23
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,987,187,EN,"[16,23)",food#quality,POSITIVE,16,23
Steamed fresh so brought hot hot hot to your table.,,988,187,EN,"[0,0)",food#quality,POSITIVE,0,0
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,989,187,EN,"[4,8)",service#general,NEGATIVE,4,8
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",atmosphere,989,187,EN,"[106,116)",ambience#general,NEGATIVE,106,116
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",,989,187,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,990,187,EN,"[21,32)",food#quality,NEGATIVE,21,32
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,990,187,EN,"[34,49)",food#quality,NEGATIVE,34,49
"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,990,187,EN,"[54,66)",food#quality,NEGATIVE,54,66
These are overpriced and you can get better just around the corner:,,991,187,EN,"[0,0)",food#prices,NEGATIVE,0,0
These are overpriced and you can get better just around the corner:,,991,187,EN,"[0,0)",food#quality,NEGATIVE,0,0
I was pleasantly suprised.,,995,188,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The food was exceptional.,food,996,188,EN,"[4,8)",food#quality,POSITIVE,4,8
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,998,188,EN,"[44,74)",food#quality,POSITIVE,44,74
The service was friendly and the atmosphere was casual.,service,999,188,EN,"[4,11)",service#general,POSITIVE,4,11
The service was friendly and the atmosphere was casual.,atmosphere,999,188,EN,"[33,43)",ambience#general,NEUTRAL,33,43
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,1000,188,EN,"[111,115)",food#quality,POSITIVE,111,115
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,1000,188,EN,"[4,14)",ambience#general,NEGATIVE,4,14
this little place has a cute interior decor and affordable city prices.,interior decor,1001,189,EN,"[29,43)",ambience#general,POSITIVE,29,43
this little place has a cute interior decor and affordable city prices.,place,1001,189,EN,"[12,17)",restaurant#prices,POSITIVE,12,17
"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad se ew chicken,1002,189,EN,"[4,21)",food#quality,POSITIVE,4,21
"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad thai,1002,189,EN,"[49,57)",food#quality,NEGATIVE,49,57
"Have eaten at Ginger House several times, and it's always good.",Ginger House,1004,190,EN,"[14,26)",restaurant#general,POSITIVE,14,26
The fried dumplings are GREAT!,fried dumplings,1005,190,EN,"[4,19)",food#quality,POSITIVE,4,19
Finally a reliable Chinese restaurant!,Chinese restaurant,1006,190,EN,"[19,37)",restaurant#general,POSITIVE,19,37
This place would be so much better served by being run by a group that actually understands customer service.,customer service,1007,191,EN,"[92,108)",service#general,NEGATIVE,92,108
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",,1009,191,EN,"[0,0)",service#general,NEGATIVE,0,0
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",,1010,191,EN,"[0,0)",service#general,NEGATIVE,0,0
"Terrible, terrible management - deserves to be shut-down.",management,1011,191,EN,"[19,29)",service#general,NEGATIVE,19,29
"Terrible, terrible management - deserves to be shut-down.",,1011,191,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
Never fails to please.,,1012,192,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"delicious bagels, especially when right out of the oven.",bagels,1013,192,EN,"[10,16)",food#quality,POSITIVE,10,16
Spreads and toppings are great - though a bit pricey.,Spreads,1014,192,EN,"[0,7)",food#quality,POSITIVE,0,7
Spreads and toppings are great - though a bit pricey.,toppings,1014,192,EN,"[12,20)",food#quality,POSITIVE,12,20
Spreads and toppings are great - though a bit pricey.,Spreads,1014,192,EN,"[0,7)",food#prices,NEGATIVE,0,7
Spreads and toppings are great - though a bit pricey.,toppings,1014,192,EN,"[12,20)",food#prices,NEGATIVE,12,20
Service is fast and friendly.,Service,1015,192,EN,"[0,7)",service#general,POSITIVE,0,7
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",,1016,192,EN,"[0,0)",service#general,NEGATIVE,0,0
But that is highly forgivable.,,1017,192,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,1019,193,EN,"[4,8)",food#quality,NEGATIVE,4,8
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,1019,193,EN,"[36,44)",ambience#general,NEGATIVE,36,44
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,1020,193,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
"Rao is a good restaurant, but it's nothing special.",Rao,1021,193,EN,"[0,3)",restaurant#general,NEUTRAL,0,3
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,1023,194,EN,"[63,77)",food#quality,POSITIVE,63,77
You must try the shrimp appetizers.,shrimp appetizers,1024,194,EN,"[17,34)",food#quality,POSITIVE,17,34
Even my Indian friend couldn't believe how good and tasty everything was.,,1025,194,EN,"[0,0)",food#quality,POSITIVE,0,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,1026,194,EN,"[31,39)",ambience#general,POSITIVE,31,39
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,1026,194,EN,"[57,62)",service#general,POSITIVE,57,62
"Great food, great prices, great service.",food,1027,195,EN,"[6,10)",food#quality,POSITIVE,6,10
"Great food, great prices, great service.",,1027,195,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
"Great food, great prices, great service.",service,1027,195,EN,"[32,39)",service#general,POSITIVE,32,39
"If you are looking for a good quality, cheap eats - this is the place.",eats,1028,195,EN,"[45,49)",food#quality,POSITIVE,45,49
"If you are looking for a good quality, cheap eats - this is the place.",eats,1028,195,EN,"[45,49)",food#prices,POSITIVE,45,49
it's a perfect place to have a amanzing indian food.,indian food,1029,196,EN,"[40,51)",food#quality,POSITIVE,40,51
I really loved the different and inovated touch that's the cheff gives to the food.,cheff,1030,196,EN,"[59,64)",food#style_options,POSITIVE,59,64
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place,1031,196,EN,"[66,71)",ambience#general,POSITIVE,66,71
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",service,1031,196,EN,"[77,84)",service#general,POSITIVE,77,84
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,1033,197,EN,"[6,12)",food#quality,NEGATIVE,6,12
Great bagels made the old-fashioned way.,bagels,1036,198,EN,"[6,12)",food#quality,POSITIVE,6,12
Great bagels made the old-fashioned way.,bagels,1036,198,EN,"[6,12)",food#style_options,POSITIVE,6,12
Drawbacks: service is slow and they don't toast!,service,1038,198,EN,"[11,18)",service#general,NEGATIVE,11,18
The food was absolutely amazing!!,food,1039,199,EN,"[4,8)",food#quality,POSITIVE,4,8
The baked clams octopus we shared as appetizers were the best we've ever had!! ,baked clams octopus,1040,199,EN,"[4,23)",food#quality,POSITIVE,4,23
"The lamb was tender so full of flavor, the dessert was divine!!",lamb,1041,199,EN,"[4,8)",food#quality,POSITIVE,4,8
"The lamb was tender so full of flavor, the dessert was divine!!",dessert,1041,199,EN,"[43,50)",food#quality,POSITIVE,43,50
The waiter was attentive.,waiter,1042,199,EN,"[4,10)",service#general,POSITIVE,4,10
The place itself is beautiful the bar scene seems to be happening.,place,1043,199,EN,"[4,9)",ambience#general,POSITIVE,4,9
The place itself is beautiful the bar scene seems to be happening.,bar scene,1043,199,EN,"[34,43)",ambience#general,POSITIVE,34,43
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers,1044,200,EN,"[34,44)",food#quality,NEUTRAL,34,44
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",waiter,1044,200,EN,"[54,60)",service#general,NEGATIVE,54,60
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",potato stuff kanish,1044,200,EN,"[94,113)",food#quality,POSITIVE,94,113
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,1045,200,EN,"[38,44)",food#quality,NEGATIVE,38,44
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,1045,200,EN,"[78,85)",food#quality,POSITIVE,78,85
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings for main entree,1045,200,EN,"[6,30)",food#general,NEGATIVE,6,30
Dessert is a joke...dont bother,Dessert,1046,200,EN,"[0,7)",food#quality,NEGATIVE,0,7
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,1047,201,EN,"[112,119)",service#general,POSITIVE,112,119
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",restaurant,1048,201,EN,"[4,14)",ambience#general,POSITIVE,4,14
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",portions,1048,201,EN,"[63,71)",food#style_options,POSITIVE,63,71
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",veal,1048,201,EN,"[96,100)",food#style_options,POSITIVE,96,100
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,1049,201,EN,"[4,14)",food#quality,POSITIVE,4,14
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,1049,201,EN,"[45,53)",food#quality,POSITIVE,45,53
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,1049,201,EN,"[75,86)",food#quality,POSITIVE,75,86
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,1049,201,EN,"[75,86)",food#style_options,POSITIVE,75,86
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,1050,201,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,1050,201,EN,"[81,85)",food#prices,POSITIVE,81,85
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",,1051,201,EN,"[0,0)",restaurant#prices,NEUTRAL,0,0
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,1051,201,EN,"[69,88)",drinks#style_options,POSITIVE,69,88
Fantastic place.,place,1052,202,EN,"[10,15)",restaurant#general,POSITIVE,10,15
Cute and decorative.,,1053,202,EN,"[0,0)",ambience#general,POSITIVE,0,0
A pleasant surprise.,,1054,202,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Go there to relax and feel like your somewhere else.,,1055,202,EN,"[0,0)",ambience#general,POSITIVE,0,0
Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike,1056,203,EN,"[0,12)",restaurant#general,POSITIVE,0,12
"Great food, great decor, great service.",food,1058,203,EN,"[6,10)",food#quality,POSITIVE,6,10
"Great food, great decor, great service.",decor,1058,203,EN,"[18,23)",ambience#general,POSITIVE,18,23
"Great food, great decor, great service.",service,1058,203,EN,"[31,38)",service#general,POSITIVE,31,38
I recommend it!,,1059,203,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,1061,204,EN,"[20,24)",restaurant#miscellaneous,POSITIVE,20,24
(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,1062,204,EN,"[34,47)",drinks#quality,POSITIVE,34,47
Guaranteed to be a tasty experience!),,1063,204,EN,"[0,0)",drinks#quality,POSITIVE,0,0
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot,1064,204,EN,"[10,14)",restaurant#miscellaneous,POSITIVE,10,14
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery,1065,204,EN,"[42,59)",restaurant#general,POSITIVE,42,59
All the people that I bring there go back on their own and bring THEIR friends!,,1066,204,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Go there once and oh yes...you will go back...you will...,,1067,204,EN,"[0,0)",restaurant#general,POSITIVE,0,0
What a great place!,place,1068,205,EN,"[13,18)",restaurant#general,POSITIVE,13,18
Not the typical NYC gimmick theme restaurant.,restaurant,1069,205,EN,"[34,44)",ambience#general,POSITIVE,34,44
"A cool bar with great food, and tons of excellent beer.",bar,1070,205,EN,"[7,10)",ambience#general,POSITIVE,7,10
"A cool bar with great food, and tons of excellent beer.",food,1070,205,EN,"[22,26)",food#quality,POSITIVE,22,26
"A cool bar with great food, and tons of excellent beer.",beer,1070,205,EN,"[50,54)",drinks#quality,POSITIVE,50,54
"A cool bar with great food, and tons of excellent beer.",beer,1070,205,EN,"[50,54)",drinks#style_options,POSITIVE,50,54
And even with it's Pub atmosphere they were great to my kids too!,,1071,205,EN,"[0,0)",service#general,POSITIVE,0,0
Loved it!,,1072,205,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,1074,206,EN,"[4,17)",food#quality,POSITIVE,4,17
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,1074,206,EN,"[40,49)",food#style_options,POSITIVE,40,49
It is expensive but well worth the money.,,1075,206,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
It is expensive but well worth the money.,,1075,206,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona,1076,206,EN,"[103,109)",restaurant#general,POSITIVE,103,109
The only thing more wonderful than the food (which is exceptional) is the service.,food,1077,207,EN,"[39,43)",food#quality,POSITIVE,39,43
The only thing more wonderful than the food (which is exceptional) is the service.,service,1077,207,EN,"[74,81)",service#general,POSITIVE,74,81
The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,1078,207,EN,"[19,26)",service#general,POSITIVE,19,26
Wonderful at holiday time.,,1079,207,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,1080,208,EN,"[14,25)",ambience#general,POSITIVE,14,25
Service was very prompt but slightly rushed.,Service,1081,208,EN,"[0,7)",service#general,POSITIVE,0,7
"Food was very good, but not what I would consider out of this world.",Food,1082,208,EN,"[0,4)",food#quality,NEUTRAL,0,4
Go here for a romantic dinner but not for an all out wow dining experience.,,1083,208,EN,"[0,0)",ambience#general,POSITIVE,0,0
Go here for a romantic dinner but not for an all out wow dining experience.,,1083,208,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,,1084,209,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Too bad the food wasn't of the same heritage.,food,1085,209,EN,"[12,16)",food#quality,NEGATIVE,12,16
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,1086,209,EN,"[4,34)",food#quality,NEGATIVE,4,34
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,1086,209,EN,"[61,80)",food#quality,NEGATIVE,61,80
A real dissapointment.,,1087,209,EN,"[0,0)",food#quality,NEGATIVE,0,0
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,1088,209,EN,"[41,49)",food#quality,NEGATIVE,41,49
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,,1089,209,EN,"[0,0)",food#quality,NEGATIVE,0,0
Priced at upper intermediate range.,,1090,209,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
I really liked this place.,place,1091,210,EN,"[20,25)",restaurant#general,POSITIVE,20,25
"Everything I had was good, and I'm a eater.",,1092,210,EN,"[0,0)",food#quality,POSITIVE,0,0
It was pretty inexpensive too.,,1093,210,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,1094,211,EN,"[38,46)",food#quality,POSITIVE,38,46
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,1094,211,EN,"[38,46)",food#style_options,POSITIVE,38,46
I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,1095,211,EN,"[21,32)",food#quality,POSITIVE,21,32
I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),1095,211,EN,"[63,85)",food#quality,POSITIVE,63,85
It's great to go for a quick lunch either alone or with a friend.,,1096,211,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
It's definately not a place to go if you want to impress someone.,place,1097,211,EN,"[22,27)",restaurant#miscellaneous,NEGATIVE,22,27
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,1098,211,EN,"[27,31)",food#quality,POSITIVE,27,31
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,1098,211,EN,"[68,73)",ambience#general,NEUTRAL,68,73
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,1098,211,EN,"[27,31)",food#prices,POSITIVE,27,31
Quick and friendly service.,service,1099,211,EN,"[19,26)",service#general,POSITIVE,19,26
This is one of the best comfort food places in the city.,,1100,211,EN,"[0,0)",restaurant#general,POSITIVE,0,0
It's somewhere you can eat and be happy.,,1101,211,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,1103,212,EN,"[29,45)",ambience#general,POSITIVE,29,45
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,1103,212,EN,"[90,97)",ambience#general,POSITIVE,90,97
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,1104,212,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,1104,212,EN,"[4,8)",food#style_options,POSITIVE,4,8
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,1104,212,EN,"[50,57)",service#general,POSITIVE,50,57
"I can't wait for summer, when they serve outside on their gigantic patio.",patio,1105,212,EN,"[67,72)",ambience#general,POSITIVE,67,72
I recently tried Suan and I thought that it was great.,Suan,1107,213,EN,"[17,21)",restaurant#general,POSITIVE,17,21
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,1108,213,EN,"[80,84)",food#style_options,POSITIVE,80,84
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,1108,213,EN,"[12,17)",restaurant#general,POSITIVE,12,17
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,1108,213,EN,"[80,84)",food#prices,POSITIVE,80,84
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,1109,213,EN,"[4,11)",service#general,POSITIVE,4,11
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,1109,213,EN,"[42,46)",food#quality,POSITIVE,42,46
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,1109,213,EN,"[84,93)",food#quality,POSITIVE,84,93
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,,1110,213,EN,"[0,0)",restaurant#general,POSITIVE,0,0
They all know you.,,1111,214,EN,"[0,0)",service#general,POSITIVE,0,0
Good food.,food,1112,214,EN,"[5,9)",food#quality,POSITIVE,5,9
Good drink.,drink,1113,214,EN,"[5,10)",drinks#quality,POSITIVE,5,10
How do you rate home?,,1114,214,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
I have never had cheescake like this.,cheescake,1115,215,EN,"[17,26)",food#quality,POSITIVE,17,26
I thought I had died and gone to heaven.,,1116,215,EN,"[0,0)",food#quality,POSITIVE,0,0
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,1117,216,EN,"[6,10)",restaurant#general,POSITIVE,6,10
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,1117,216,EN,"[6,10)",restaurant#miscellaneous,POSITIVE,6,10
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,1118,216,EN,"[0,0)",ambience#general,POSITIVE,0,0
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,1118,216,EN,"[45,60)",ambience#general,POSITIVE,45,60
The food is great and they have a good selecion of wines at reasonable prices.,food,1119,216,EN,"[4,8)",food#quality,POSITIVE,4,8
The food is great and they have a good selecion of wines at reasonable prices.,wines,1119,216,EN,"[51,56)",drinks#style_options,POSITIVE,51,56
The food is great and they have a good selecion of wines at reasonable prices.,wines,1119,216,EN,"[51,56)",drinks#prices,POSITIVE,51,56
Have been several times and it never dissapoints.,,1120,216,EN,"[0,0)",restaurant#general,POSITIVE,0,0
We were less than impressed.,,1122,217,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,1123,217,EN,"[10,18)",ambience#general,POSITIVE,10,18
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,1123,217,EN,"[23,33)",ambience#general,POSITIVE,23,33
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,1123,217,EN,"[50,54)",food#quality,NEGATIVE,50,54
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,1123,217,EN,"[59,66)",service#general,NEGATIVE,59,66
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,1124,217,EN,"[15,32)",food#quality,NEGATIVE,15,32
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,1124,217,EN,"[15,32)",food#style_options,NEGATIVE,15,32
Probably would not go again...,,1125,217,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"i've been to sapphire twice and both times the food was fine, if not good.",food,1126,218,EN,"[47,51)",food#quality,POSITIVE,47,51
"stick with the chicken, beef, and lamb dishes.",chicken,1127,218,EN,"[15,22)",food#quality,POSITIVE,15,22
"stick with the chicken, beef, and lamb dishes.",beef,1127,218,EN,"[24,28)",food#quality,POSITIVE,24,28
"stick with the chicken, beef, and lamb dishes.",lamb dishes,1127,218,EN,"[34,45)",food#quality,POSITIVE,34,45
"service is friendly, and never had a problem walking in and getting a table.",service,1130,218,EN,"[0,7)",service#general,POSITIVE,0,7
"service is friendly, and never had a problem walking in and getting a table.",,1130,218,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
skip dessert.,dessert,1132,218,EN,"[5,12)",food#quality,NEGATIVE,5,12
Best Reuben sandwich ever!,Reuben sandwich,1133,219,EN,"[5,20)",food#quality,POSITIVE,5,20
A classic!,,1134,219,EN,"[0,0)",food#quality,POSITIVE,0,0
Don't miss Bloom's on your next trip to Manhatten.,Bloom's,1135,219,EN,"[11,18)",restaurant#general,POSITIVE,11,18
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place,1136,219,EN,"[85,90)",restaurant#miscellaneous,POSITIVE,85,90
Thanks Bloom's for a lovely trip.,Bloom's,1137,219,EN,"[7,14)",restaurant#general,POSITIVE,7,14
"The food was not fresh, the sauces were bland and very oily.",food,1139,220,EN,"[4,8)",food#quality,NEGATIVE,4,8
"The food was not fresh, the sauces were bland and very oily.",sauces,1139,220,EN,"[28,34)",food#quality,NEGATIVE,28,34
It just wasn't Thai.,,1140,220,EN,"[0,0)",food#quality,NEGATIVE,0,0
Was surprisingly disappointed.,,1142,221,EN,"[0,0)",food#quality,NEGATIVE,0,0
Pizza was a little soggy.,Pizza,1143,221,EN,"[0,5)",food#quality,NEGATIVE,0,5
Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli,1144,221,EN,"[0,7)",food#quality,POSITIVE,0,7
Ravioli was good...but I have to say that I found everything a bit overpriced.,,1144,221,EN,"[0,0)",food#prices,NEGATIVE,0,0
Not enough wines by the glass either.,wines by the glass,1145,221,EN,"[11,29)",drinks#style_options,NEGATIVE,11,29
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",Service,1146,221,EN,"[0,7)",service#general,POSITIVE,0,7
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",setting/atmosphere,1146,221,EN,"[50,68)",ambience#general,POSITIVE,50,68
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,1147,221,EN,"[0,4)",food#quality,NEUTRAL,0,4
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,1147,221,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
This place is a great bargain.,place,1148,222,EN,"[5,10)",restaurant#prices,POSITIVE,5,10
Authentic Pakistani food.,Pakistani food,1149,222,EN,"[10,24)",food#quality,POSITIVE,10,24
People are always friendly.,People,1150,222,EN,"[0,6)",service#general,POSITIVE,0,6
"Just straight up cheap, good food.",food,1152,222,EN,"[29,33)",food#quality,POSITIVE,29,33
"Just straight up cheap, good food.",food,1152,222,EN,"[29,33)",food#prices,POSITIVE,29,33
Faan is sooo good.,Faan,1153,223,EN,"[0,4)",restaurant#general,POSITIVE,0,4
The best pad thai i've ever had.,pad thai,1154,223,EN,"[9,17)",food#quality,POSITIVE,9,17
The design and atmosphere is just as good.,design,1155,223,EN,"[4,10)",ambience#general,POSITIVE,4,10
The design and atmosphere is just as good.,atmosphere,1155,223,EN,"[15,25)",ambience#general,POSITIVE,15,25
bottles of wine are cheap and good.,bottles of wine,1156,223,EN,"[0,15)",drinks#prices,POSITIVE,0,15
bottles of wine are cheap and good.,bottles of wine,1156,223,EN,"[0,15)",drinks#quality,POSITIVE,0,15
What more could you want?,,1157,223,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The food was actually aweful.,food,1158,224,EN,"[4,8)",food#quality,NEGATIVE,4,8
I'm not picky - but it was actually gross.,,1159,224,EN,"[0,0)",food#quality,NEGATIVE,0,0
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,1160,224,EN,"[4,11)",food#quality,NEGATIVE,4,11
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,1160,224,EN,"[59,66)",food#quality,NEGATIVE,59,66
