,input_string,output_string
746,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.","(""food#quality"", ""NEGATIVE"")"
747,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.","(""food#style_options"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
748,"The sandwiches are dry, tasteless and way overpriced.","(""food#quality"", ""NEGATIVE""); (""food#prices"", ""NEGATIVE"")"
749,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","(""restaurant#general"", ""NEGATIVE""); (""ambience#general"", ""NEGATIVE""); (""service#general"", ""NEGATIVE"")"
750,"Seriously, this place kicks ass.","(""restaurant#general"", ""POSITIVE"")"
751,"The atmosphere is unheralded, the service impecible, and the food magnificant.","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
752,"Best Italian food I ever had (and being Italian, that means alot).","(""food#quality"", ""POSITIVE"")"
753,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","(""restaurant#general"", ""POSITIVE"")"
754,"This is such a lovely, peaceful place to eat outside.","(""ambience#general"", ""POSITIVE"")"
755,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,"(""location#general"", ""POSITIVE"")"
756,"It is set far from the small street it's on, and there is no traffic noise.","(""location#general"", ""POSITIVE"")"
757,"The food is good, especially their more basic dishes, and the drinks are delicious.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""drinks#quality"", ""POSITIVE"")"
758,"This is a great place to take out-of-towners, and perfect for watching the sunset.","(""location#general"", ""POSITIVE"")"
759,Great sushi experience.,"(""food#quality"", ""POSITIVE"")"
760,Nice value.,"(""restaurant#prices"", ""POSITIVE"")"
761,Unique apppetizers.,"(""food#quality"", ""POSITIVE"")"
762,Try sushimi cucumber roll.,"(""food#quality"", ""POSITIVE"")"
763,"Good spreads, great beverage selections and bagels really tasty.","(""food#quality"", ""POSITIVE""); (""drinks#style_options"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
764,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"(""service#general"", ""NEGATIVE"")"
765,Murray won't do it.,"(""service#general"", ""NEGATIVE"")"
766,But who says Murray's is anything about service.,"(""service#general"", ""NEGATIVE"")"
767,"So close, but not good enough.","(""restaurant#general"", ""NEUTRAL"")"
768,Don't be fooled by crowds of people.,"(""restaurant#miscellaneous"", ""NEGATIVE"")"
769,The service is awful.,"(""service#general"", ""NEGATIVE"")"
770,This place is not worth the prices.,"(""restaurant#general"", ""NEGATIVE""); (""restaurant#prices"", ""NEGATIVE"")"
771,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","(""service#general"", ""NEGATIVE"")"
772,Love Pizza 33..,"(""restaurant#general"", ""POSITIVE"")"
773,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,"(""food#quality"", ""POSITIVE"")"
774,It hits the spot every time,"(""restaurant#general"", ""POSITIVE"")"
775,This tiny Williamsburg spot is always pleasantly surprising.,"(""restaurant#general"", ""POSITIVE"")"
776,The pizza is delicious and the proprietor is one of the nicest in NYC.,"(""food#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
777,I've been many time and have never been disappointed.,"(""restaurant#general"", ""POSITIVE"")"
778,They even scoop it out nice (for those on a diet) not too much not to little.,"(""food#style_options"", ""POSITIVE"")"
779,The cream cheeses are out of this world and I love that coffee!!,"(""food#quality"", ""POSITIVE""); (""drinks#quality"", ""POSITIVE"")"
780,A little crowded but they move that line really fast!,"(""service#general"", ""POSITIVE""); (""restaurant#miscellaneous"", ""NEGATIVE"")"
781,A little pricey but it really hits the spot on a Sunday morning!,"(""restaurant#prices"", ""NEGATIVE""); (""restaurant#general"", ""POSITIVE"")"
782,"Bagels are ok, but be sure not to make any special requests!","(""food#quality"", ""NEUTRAL""); (""service#general"", ""NEGATIVE"")"
783,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"(""service#general"", ""NEGATIVE"")"
784,Be sure not to get anything other than bagels!..,"(""food#quality"", ""NEGATIVE""); (""food#quality"", ""POSITIVE"")"
785,the turkey burgers are scary!,"(""food#quality"", ""NEGATIVE"")"
786,The worst excuse for Japanese food I've ever encountered.,"(""restaurant#miscellaneous"", ""NEGATIVE"")"
787,The soup for the udon was soy sauce and water.,"(""food#quality"", ""NEGATIVE"")"
788,The sushi was awful!,"(""food#quality"", ""NEGATIVE"")"
789,The rice was poor quality and was cooked so badly it was hard.,"(""food#quality"", ""NEGATIVE"")"
790,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
791,"The fish was adequate, but inexpertly sliced.","(""food#style_options"", ""NEGATIVE"")"
792,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,"(""food#quality"", ""NEGATIVE"")"
793,"Good, fast service.","(""service#general"", ""POSITIVE"")"
794,I would highly recommend.,"(""restaurant#general"", ""POSITIVE"")"
795,Food is great and inexpensive.,"(""food#quality"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
796,The location is perfect.,"(""location#general"", ""POSITIVE"")"
797,Give it a try and enjoy.,"(""restaurant#general"", ""POSITIVE"")"
798,"Well, this place is so Ghetto its not even funny.","(""ambience#general"", ""NEGATIVE"")"
799,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"(""drinks#prices"", ""NEGATIVE""); (""ambience#general"", ""NEGATIVE"")"
800,Would NEVER go back there.,"(""restaurant#general"", ""NEGATIVE"")"
801,Awsome Pizza especially the Margheritta slice.,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
802,Always busy but fast moving.,"(""service#general"", ""POSITIVE"")"
803,Great atmoshere and worth every bit.,"(""ambience#general"", ""POSITIVE""); (""restaurant#general"", ""POSITIVE"")"
804,Open late (well as late as I ever got there and I'm a night person),"(""restaurant#miscellaneous"", ""POSITIVE"")"
805,Winnie and her staff are the best crew you can find serving you.,"(""service#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
806,The food is reliable and the price is moderate.,"(""food#quality"", ""POSITIVE""); (""restaurant#prices"", ""NEUTRAL"")"
807,What more can you ask for?,"(""restaurant#general"", ""POSITIVE"")"
808,"For authentic Thai food, look no further than Toons.","(""food#quality"", ""POSITIVE"")"
809,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
810,Everything about this restaurant was special.,"(""restaurant#general"", ""POSITIVE"")"
811,"The service was attentive, yet discreet.","(""service#general"", ""POSITIVE"")"
812,The flavors robust and subtle.,"(""food#quality"", ""POSITIVE"")"
813,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"(""food#quality"", ""POSITIVE"")"
814,I'm saving up for my next visit.,"(""restaurant#general"", ""POSITIVE"")"
815,The place was quiet and delightful.,"(""ambience#general"", ""POSITIVE"")"
816,Service was good and food is wonderful.,"(""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
817,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
818,It is definitely a good spot for snacks and chat.,"(""restaurant#general"", ""POSITIVE"")"
819,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.","(""restaurant#general"", ""POSITIVE"")"
820,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","(""service#general"", ""POSITIVE"")"
821,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
822,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.","(""ambience#general"", ""POSITIVE"")"
823,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.","(""drinks#quality"", ""POSITIVE""); (""drinks#style_options"", ""POSITIVE""); (""drinks#prices"", ""POSITIVE""); (""drinks#quality"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
824,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.","(""ambience#general"", ""POSITIVE"")"
825,You can't go wrong with this place.,"(""restaurant#general"", ""POSITIVE"")"
826,Suan is a great place that I often take my friends (classmates) too.,"(""restaurant#general"", ""POSITIVE"")"
827,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","(""location#general"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
828,I LOVE their Thai,"(""food#quality"", ""POSITIVE"")"
829,noodles with shrimp and chicken and coconut juice is the MUST!,"(""food#quality"", ""POSITIVE"")"
830,I will go back to Suan soon!,"(""restaurant#general"", ""POSITIVE"")"
831,In summer-eat outside on a terrace (another great feature of Suan)!!!,"(""ambience#general"", ""POSITIVE"")"
832,I cannot imagine a friendlier staff working in a restaurant.,"(""service#general"", ""POSITIVE"")"
833,I cannot imagine better Indian food in all of the city.,"(""food#quality"", ""POSITIVE"")"
834,I cannot imagine you not rushing out to eat there.,"(""restaurant#general"", ""POSITIVE"")"
835,"During the course of the past 3 months, the chef and staff changed and it was not for the better.","(""food#quality"", ""NEGATIVE""); (""service#general"", ""NEGATIVE"")"
836,I wish they would change back to what it was before.,"(""restaurant#general"", ""NEGATIVE"")"
837,The food now is inconsistent.,"(""food#quality"", ""NEGATIVE"")"
838,This is the kind of place you'd like to take all your friends to and still keep a secret.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
839,The setting is casual and romantic.,"(""ambience#general"", ""POSITIVE"")"
840,Prices are very good.,"(""restaurant#prices"", ""POSITIVE"")"
841,The food is excellent! ,"(""food#quality"", ""POSITIVE"")"
842,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!","(""food#quality"", ""POSITIVE"")"
843,"Do not get the Go Go Hamburgers, no matter what the reviews say.","(""food#quality"", ""NEGATIVE"")"
844,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"(""food#quality"", ""NEGATIVE""); (""food#style_options"", ""NEGATIVE""); (""food#prices"", ""NEGATIVE"")"
845,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","(""food#prices"", ""NEGATIVE""); (""food#quality"", ""POSITIVE"")"
846,Steamed fresh so brought hot hot hot to your table.,"(""food#quality"", ""POSITIVE"")"
847,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","(""service#general"", ""NEGATIVE""); (""ambience#general"", ""NEGATIVE""); (""restaurant#miscellaneous"", ""NEGATIVE"")"
848,"A few tips: skip the turnip cake, roast pork buns and egg custards.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
849,These are overpriced and you can get better just around the corner:,"(""food#prices"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
850,I was pleasantly suprised.,"(""restaurant#general"", ""POSITIVE"")"
851,The food was exceptional.,"(""food#quality"", ""POSITIVE"")"
852,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","(""food#quality"", ""POSITIVE"")"
853,The service was friendly and the atmosphere was casual.,"(""service#general"", ""POSITIVE""); (""ambience#general"", ""NEUTRAL"")"
854,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"(""food#quality"", ""POSITIVE""); (""ambience#general"", ""NEGATIVE"")"
855,this little place has a cute interior decor and affordable city prices.,"(""ambience#general"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
856,"the pad se ew chicken was delicious, however the pad thai was far too oily.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""NEGATIVE"")"
857,"Have eaten at Ginger House several times, and it's always good.","(""restaurant#general"", ""POSITIVE"")"
858,The fried dumplings are GREAT!,"(""food#quality"", ""POSITIVE"")"
859,Finally a reliable Chinese restaurant!,"(""restaurant#general"", ""POSITIVE"")"
860,This place would be so much better served by being run by a group that actually understands customer service.,"(""service#general"", ""NEGATIVE"")"
861,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","(""service#general"", ""NEGATIVE"")"
862,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","(""service#general"", ""NEGATIVE"")"
863,"Terrible, terrible management - deserves to be shut-down.","(""service#general"", ""NEGATIVE""); (""restaurant#general"", ""NEGATIVE"")"
864,Never fails to please.,"(""restaurant#general"", ""POSITIVE"")"
865,"delicious bagels, especially when right out of the oven.","(""food#quality"", ""POSITIVE"")"
866,Spreads and toppings are great - though a bit pricey.,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#prices"", ""NEGATIVE""); (""food#prices"", ""NEGATIVE"")"
867,Service is fast and friendly.,"(""service#general"", ""POSITIVE"")"
868,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","(""service#general"", ""NEGATIVE"")"
869,But that is highly forgivable.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
870,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","(""food#quality"", ""NEGATIVE""); (""ambience#general"", ""NEGATIVE"")"
871,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","(""restaurant#miscellaneous"", ""NEGATIVE"")"
872,"Rao is a good restaurant, but it's nothing special.","(""restaurant#general"", ""NEUTRAL"")"
873,"But after last night, Spice Grill is the only place I'm eating indian cuisine.","(""food#quality"", ""POSITIVE"")"
874,You must try the shrimp appetizers.,"(""food#quality"", ""POSITIVE"")"
875,Even my Indian friend couldn't believe how good and tasty everything was.,"(""food#quality"", ""POSITIVE"")"
876,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
877,"Great food, great prices, great service.","(""food#quality"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
878,"If you are looking for a good quality, cheap eats - this is the place.","(""food#quality"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
879,it's a perfect place to have a amanzing indian food.,"(""food#quality"", ""POSITIVE"")"
880,I really loved the different and inovated touch that's the cheff gives to the food.,"(""food#style_options"", ""POSITIVE"")"
881,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
882,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","(""food#quality"", ""NEGATIVE"")"
883,Great bagels made the old-fashioned way.,"(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
884,Drawbacks: service is slow and they don't toast!,"(""service#general"", ""NEGATIVE"")"
885,The food was absolutely amazing!!,"(""food#quality"", ""POSITIVE"")"
886,The baked clams octopus we shared as appetizers were the best we've ever had!! ,"(""food#quality"", ""POSITIVE"")"
887,"The lamb was tender so full of flavor, the dessert was divine!!","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
888,The waiter was attentive.,"(""service#general"", ""POSITIVE"")"
889,The place itself is beautiful the bar scene seems to be happening.,"(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
890,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","(""food#quality"", ""NEUTRAL""); (""service#general"", ""NEGATIVE""); (""food#quality"", ""POSITIVE"")"
891,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""POSITIVE""); (""food#general"", ""NEGATIVE"")"
892,Dessert is a joke...dont bother,"(""food#quality"", ""NEGATIVE"")"
893,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","(""service#general"", ""POSITIVE"")"
894,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","(""ambience#general"", ""POSITIVE""); (""food#style_options"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
895,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
896,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"(""drinks#style_options"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
897,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","(""restaurant#prices"", ""NEUTRAL""); (""drinks#style_options"", ""POSITIVE"")"
898,Fantastic place.,"(""restaurant#general"", ""POSITIVE"")"
899,Cute and decorative.,"(""ambience#general"", ""POSITIVE"")"
900,A pleasant surprise.,"(""restaurant#general"", ""POSITIVE"")"
901,Go there to relax and feel like your somewhere else.,"(""ambience#general"", ""POSITIVE"")"
902,Lucky Strike is a great casual place to just grab a bite to eat.,"(""restaurant#general"", ""POSITIVE"")"
903,"Great food, great decor, great service.","(""food#quality"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
904,I recommend it!,"(""restaurant#general"", ""POSITIVE"")"
905,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","(""restaurant#miscellaneous"", ""POSITIVE"")"
906,(Always ask the bartender for the SEASONAL beer!!!,"(""drinks#quality"", ""POSITIVE"")"
907,Guaranteed to be a tasty experience!),"(""drinks#quality"", ""POSITIVE"")"
908,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
909,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"(""restaurant#general"", ""POSITIVE"")"
910,All the people that I bring there go back on their own and bring THEIR friends!,"(""restaurant#miscellaneous"", ""POSITIVE"")"
911,Go there once and oh yes...you will go back...you will...,"(""restaurant#general"", ""POSITIVE"")"
912,What a great place!,"(""restaurant#general"", ""POSITIVE"")"
913,Not the typical NYC gimmick theme restaurant.,"(""ambience#general"", ""POSITIVE"")"
914,"A cool bar with great food, and tons of excellent beer.","(""ambience#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""drinks#quality"", ""POSITIVE""); (""drinks#style_options"", ""POSITIVE"")"
915,And even with it's Pub atmosphere they were great to my kids too!,"(""service#general"", ""POSITIVE"")"
916,Loved it!,"(""restaurant#general"", ""POSITIVE"")"
917,The shrimp scampi was excellent and the antipasti were plentiful.,"(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
918,It is expensive but well worth the money.,"(""restaurant#prices"", ""NEGATIVE""); (""restaurant#general"", ""POSITIVE"")"
919,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","(""restaurant#general"", ""POSITIVE"")"
920,The only thing more wonderful than the food (which is exceptional) is the service.,"(""food#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
921,The only thing the waiters don't do for you is wipe your chin when you leave.,"(""service#general"", ""POSITIVE"")"
922,Wonderful at holiday time.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
923,Cozy romantic atomosphere with only around 15 tables at most.,"(""ambience#general"", ""POSITIVE"")"
924,Service was very prompt but slightly rushed.,"(""service#general"", ""POSITIVE"")"
925,"Food was very good, but not what I would consider out of this world.","(""food#quality"", ""NEUTRAL"")"
926,Go here for a romantic dinner but not for an all out wow dining experience.,"(""ambience#general"", ""POSITIVE""); (""restaurant#miscellaneous"", ""NEGATIVE"")"
927,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
928,Too bad the food wasn't of the same heritage.,"(""food#quality"", ""NEGATIVE"")"
929,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
930,A real dissapointment.,"(""food#quality"", ""NEGATIVE"")"
931,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"(""food#quality"", ""NEGATIVE"")"
932,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"(""food#quality"", ""NEGATIVE"")"
933,Priced at upper intermediate range.,"(""restaurant#prices"", ""NEGATIVE"")"
934,I really liked this place.,"(""restaurant#general"", ""POSITIVE"")"
935,"Everything I had was good, and I'm a eater.","(""food#quality"", ""POSITIVE"")"
936,It was pretty inexpensive too.,"(""restaurant#prices"", ""POSITIVE"")"
937,This place has the best Chinese style BBQ ribs in the city.,"(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
938,I also recommend the rice dishes or the different varieties of congee (rice porridge).,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
939,It's great to go for a quick lunch either alone or with a friend.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
940,It's definately not a place to go if you want to impress someone.,"(""restaurant#miscellaneous"", ""NEGATIVE"")"
941,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","(""food#quality"", ""POSITIVE""); (""ambience#general"", ""NEUTRAL""); (""food#prices"", ""POSITIVE"")"
942,Quick and friendly service.,"(""service#general"", ""POSITIVE"")"
943,This is one of the best comfort food places in the city.,"(""restaurant#general"", ""POSITIVE"")"
944,It's somewhere you can eat and be happy.,"(""restaurant#general"", ""POSITIVE"")"
945,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
946,"The food is wonderful, tasty and filling, and the service is professional and friendly.","(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
947,"I can't wait for summer, when they serve outside on their gigantic patio.","(""ambience#general"", ""POSITIVE"")"
948,I recently tried Suan and I thought that it was great.,"(""restaurant#general"", ""POSITIVE"")"
949,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"(""food#style_options"", ""POSITIVE""); (""restaurant#general"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
950,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"(""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
951,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"(""restaurant#general"", ""POSITIVE"")"
952,They all know you.,"(""service#general"", ""POSITIVE"")"
953,Good food.,"(""food#quality"", ""POSITIVE"")"
954,Good drink.,"(""drinks#quality"", ""POSITIVE"")"
955,How do you rate home?,"(""restaurant#miscellaneous"", ""POSITIVE"")"
956,I have never had cheescake like this.,"(""food#quality"", ""POSITIVE"")"
957,I thought I had died and gone to heaven.,"(""food#quality"", ""POSITIVE"")"
958,"Great spot, whether looking for a couple of drinks or quiet dinner.","(""restaurant#general"", ""POSITIVE""); (""restaurant#miscellaneous"", ""POSITIVE"")"
959,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
960,The food is great and they have a good selecion of wines at reasonable prices.,"(""food#quality"", ""POSITIVE""); (""drinks#style_options"", ""POSITIVE""); (""drinks#prices"", ""POSITIVE"")"
961,Have been several times and it never dissapoints.,"(""restaurant#general"", ""POSITIVE"")"
962,We were less than impressed.,"(""restaurant#general"", ""NEGATIVE"")"
963,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""food#quality"", ""NEGATIVE""); (""service#general"", ""NEGATIVE"")"
964,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","(""food#quality"", ""NEGATIVE""); (""food#style_options"", ""NEGATIVE"")"
965,Probably would not go again...,"(""restaurant#general"", ""NEGATIVE"")"
966,"i've been to sapphire twice and both times the food was fine, if not good.","(""food#quality"", ""POSITIVE"")"
967,"stick with the chicken, beef, and lamb dishes.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
968,"service is friendly, and never had a problem walking in and getting a table.","(""service#general"", ""POSITIVE""); (""restaurant#miscellaneous"", ""POSITIVE"")"
969,skip dessert.,"(""food#quality"", ""NEGATIVE"")"
970,Best Reuben sandwich ever!,"(""food#quality"", ""POSITIVE"")"
971,A classic!,"(""food#quality"", ""POSITIVE"")"
972,Don't miss Bloom's on your next trip to Manhatten.,"(""restaurant#general"", ""POSITIVE"")"
973,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","(""restaurant#miscellaneous"", ""POSITIVE"")"
974,Thanks Bloom's for a lovely trip.,"(""restaurant#general"", ""POSITIVE"")"
975,"The food was not fresh, the sauces were bland and very oily.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
976,It just wasn't Thai.,"(""food#quality"", ""NEGATIVE"")"
977,Was surprisingly disappointed.,"(""food#quality"", ""NEGATIVE"")"
978,Pizza was a little soggy.,"(""food#quality"", ""NEGATIVE"")"
979,Ravioli was good...but I have to say that I found everything a bit overpriced.,"(""food#quality"", ""POSITIVE""); (""food#prices"", ""NEGATIVE"")"
980,Not enough wines by the glass either.,"(""drinks#style_options"", ""NEGATIVE"")"
981,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","(""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
982,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","(""food#quality"", ""NEUTRAL""); (""restaurant#prices"", ""NEGATIVE"")"
983,This place is a great bargain.,"(""restaurant#prices"", ""POSITIVE"")"
984,Authentic Pakistani food.,"(""food#quality"", ""POSITIVE"")"
985,People are always friendly.,"(""service#general"", ""POSITIVE"")"
986,"Just straight up cheap, good food.","(""food#quality"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
987,Faan is sooo good.,"(""restaurant#general"", ""POSITIVE"")"
988,The best pad thai i've ever had.,"(""food#quality"", ""POSITIVE"")"
989,The design and atmosphere is just as good.,"(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
990,bottles of wine are cheap and good.,"(""drinks#prices"", ""POSITIVE""); (""drinks#quality"", ""POSITIVE"")"
991,What more could you want?,"(""restaurant#general"", ""POSITIVE"")"
992,The food was actually aweful.,"(""food#quality"", ""NEGATIVE"")"
993,I'm not picky - but it was actually gross.,"(""food#quality"", ""NEGATIVE"")"
994,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","(""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
995,"Nice atmosphere, the service was very pleasant and the desert was good.","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
996,Wouldn't recomend it for dinner!,"(""restaurant#general"", ""NEGATIVE"")"
997,This is the perfect date spot for Williamsburg couples.,"(""restaurant#miscellaneous"", ""POSITIVE"")"
